V160001,leftright,politicalinterest,politicalparticipation,TIPI_extraversion,TIPI_agreeableness,TIPI_conscientiousness,TIPI_emotionalstability,TIPI_openness,age,female,education,question,net_stats,clustering,giant component,disssortativity,k avg,k std,entropy,density
908,3.0,1.0,0.0,3.0,4.0,5.0,4.0,4.0,41.0,1.0,1,V161078_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
909,2.0,2.0,0.0,6.0,4.5,6.5,3.5,5.0,36.0,1.0,2,V161078_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
910,2.0,2.0,0.0,5.0,5.0,5.0,4.0,5.5,23.0,1.0,1,V161078_stats,"{'node_count': 9, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.4444444444444444, 'disssortativity': 0.8421052631578941, 'k avg': 1.1111111111111112, 'k std': 0.927960727138337, 'entropy': 0.5605604794261809, 'density': 0.1388888888888889}",0.0,0.4444444444444444,0.8421052631578941,1.1111111111111112,0.927960727138337,0.5605604794261809,0.1388888888888889
911,4.0,2.0,0.0,2.5,4.0,6.5,2.0,5.5,55.0,0.0,2,V161078_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
913,2.0,1.0,0.0,7.0,6.5,6.5,1.5,6.0,47.0,0.0,2,V161078_stats,"{'node_count': 12, 'edge_count': 7, 'clustering': 0.19444444444444442, 'giant component': 0.4166666666666667, 'disssortativity': -0.48148148148148046, 'k avg': 1.1666666666666667, 'k std': 0.937436866561092, 'entropy': 0.5435030099731688, 'density': 0.10606060606060606}",0.19444444444444442,0.4166666666666667,-0.48148148148148046,1.1666666666666667,0.937436866561092,0.5435030099731688,0.10606060606060606
914,0.0,3.0,0.0,4.5,5.0,7.0,1.0,5.5,80.0,0.0,3,V161078_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.49999999999999944, 'k avg': 1.7142857142857142, 'k std': 1.1126972805283735, 'entropy': 0.528268450675938, 'density': 0.2857142857142857}",0.0,1.0,0.49999999999999944,1.7142857142857142,1.1126972805283735,0.528268450675938,0.2857142857142857
915,5.0,1.0,0.0,5.0,4.0,7.0,3.0,3.0,59.0,1.0,1,V161078_stats,"{'node_count': 14, 'edge_count': 12, 'clustering': 0.0, 'giant component': 0.14285714285714285, 'disssortativity': -0.05263157894736806, 'k avg': 1.7142857142857142, 'k std': 0.9138735334633752, 'entropy': 0.4405556254816998, 'density': 0.13186813186813187}",0.0,0.14285714285714285,-0.05263157894736806,1.7142857142857142,0.9138735334633752,0.4405556254816998,0.13186813186813187
916,1.0,1.0,0.5,3.0,5.0,4.5,3.0,6.5,23.0,0.0,2,V161078_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
917,5.0,3.0,0.0,2.5,7.0,7.0,3.0,4.0,63.0,0.0,3,V161078_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.38461538461538464, 'k avg': 1.7777777777777777, 'k std': 0.97182531580755, 'entropy': 0.45705419851331025, 'density': 0.2222222222222222}",0.0,1.0,0.38461538461538464,1.7777777777777777,0.97182531580755,0.45705419851331025,0.2222222222222222
918,0.0,3.0,0.0,5.0,4.0,2.0,6.5,4.0,59.0,0.0,2,V161078_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
921,5.0,,0.0,,,,,,25.0,1.0,1,V161078_stats,"{'node_count': 8, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.875, 'disssortativity': 0.3333333333333337, 'k avg': 1.5, 'k std': 0.9258200997725514, 'entropy': 0.6482257874882865, 'density': 0.21428571428571427}",0.0,0.875,0.3333333333333337,1.5,0.9258200997725514,0.6482257874882865,0.21428571428571427
922,1.0,1.0,0.0,4.0,,6.0,3.5,3.5,76.0,1.0,1,V161078_stats,"{'node_count': 10, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.9, 'disssortativity': 0.23076923076923078, 'k avg': 1.6, 'k std': 0.9660917830792959, 'entropy': 0.5949263704271485, 'density': 0.17777777777777778}",0.0,0.9,0.23076923076923078,1.6,0.9660917830792959,0.5949263704271485,0.17777777777777778
923,0.0,2.0,0.0,6.0,6.0,6.5,5.0,7.0,33.0,1.0,3,V161078_stats,"{'node_count': 19, 'edge_count': 13, 'clustering': 0.0, 'giant component': 0.5789473684210527, 'disssortativity': 0.36713615023474205, 'k avg': 1.368421052631579, 'k std': 1.4985372985307104, 'entropy': 0.3931075329557241, 'density': 0.07602339181286549}",0.0,0.5789473684210527,0.36713615023474205,1.368421052631579,1.4985372985307104,0.3931075329557241,0.07602339181286549
926,3.0,1.0,0.0,3.5,7.0,7.0,2.0,4.0,77.0,1.0,1,V161078_stats,"{'node_count': 13, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.15384615384615385, 'disssortativity': 0.166666666666666, 'k avg': 1.0769230769230769, 'k std': 0.6405126152203485, 'entropy': 0.3846509282121139, 'density': 0.08974358974358974}",0.0,0.15384615384615385,0.166666666666666,1.0769230769230769,0.6405126152203485,0.3846509282121139,0.08974358974358974
928,5.0,2.0,0.0,2.5,7.0,3.5,1.5,5.5,30.0,1.0,3,V161078_stats,"{'node_count': 11, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.2727272727272727, 'disssortativity': 0.28571428571428636, 'k avg': 1.6363636363636365, 'k std': 0.6741998624632421, 'entropy': 0.4166948578463195, 'density': 0.16363636363636364}",0.0,0.2727272727272727,0.28571428571428636,1.6363636363636365,0.6741998624632421,0.4166948578463195,0.16363636363636364
931,4.0,2.0,0.5,4.5,7.0,6.5,4.0,6.5,45.0,1.0,3,V161078_stats,"{'node_count': 28, 'edge_count': 29, 'clustering': 0.04841269841269841, 'giant component': 0.8571428571428571, 'disssortativity': 0.3510995154677602, 'k avg': 2.0714285714285716, 'k std': 1.8444826922788953, 'entropy': 0.3925701964120324, 'density': 0.07671957671957672}",0.04841269841269841,0.8571428571428571,0.3510995154677602,2.0714285714285716,1.8444826922788953,0.3925701964120324,0.07671957671957672
933,4.0,2.0,0.5,7.0,6.5,6.5,3.0,4.0,31.0,1.0,2,V161078_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.625, 'disssortativity': -0.16666666666666488, 'k avg': 1.25, 'k std': 0.7071067811865476, 'entropy': 0.5030544319692167, 'density': 0.17857142857142858}",0.0,0.625,-0.16666666666666488,1.25,0.7071067811865476,0.5030544319692167,0.17857142857142858
934,0.0,3.0,0.5,3.0,6.0,6.0,3.5,3.5,42.0,1.0,3,V161078_stats,"{'node_count': 45, 'edge_count': 41, 'clustering': 0.0, 'giant component': 0.06666666666666667, 'disssortativity': 0.18924655111425473, 'k avg': 1.8222222222222222, 'k std': 1.0507332696933147, 'entropy': 0.3517994173460703, 'density': 0.04141414141414142}",0.0,0.06666666666666667,0.18924655111425473,1.8222222222222222,1.0507332696933147,0.3517994173460703,0.04141414141414142
935,0.0,3.0,0.5,7.0,5.5,7.0,1.0,7.0,23.0,0.0,2,V161078_stats,"{'node_count': 31, 'edge_count': 29, 'clustering': 0.0, 'giant component': 0.9032258064516129, 'disssortativity': 0.3579531740284819, 'k avg': 1.8709677419354838, 'k std': 1.431594343936647, 'entropy': 0.3628210600150201, 'density': 0.06236559139784946}",0.0,0.9032258064516129,0.3579531740284819,1.8709677419354838,1.431594343936647,0.3628210600150201,0.06236559139784946
939,2.0,3.0,0.5,6.0,5.0,5.5,2.5,7.0,59.0,1.0,3,V161078_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.4999999999999988, 'k avg': 1.2, 'k std': 0.8366600265340756, 'entropy': 0.7081187730841113, 'density': 0.3}",0.0,0.8,0.4999999999999988,1.2,0.8366600265340756,0.7081187730841113,0.3
940,3.0,2.0,0.0,4.0,5.5,7.0,2.0,6.5,81.0,1.0,2,V161078_stats,"{'node_count': 14, 'edge_count': 11, 'clustering': 0.0, 'giant component': 0.21428571428571427, 'disssortativity': 0.5098039215686252, 'k avg': 1.5714285714285714, 'k std': 0.646206172658864, 'entropy': 0.3626027006338424, 'density': 0.12087912087912088}",0.0,0.21428571428571427,0.5098039215686252,1.5714285714285714,0.646206172658864,0.3626027006338424,0.12087912087912088
942,1.0,0.0,0.0,3.5,4.5,6.0,3.0,5.0,68.0,1.0,2,V161078_stats,"{'node_count': 10, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.4848484848484844, 'k avg': 1.4, 'k std': 1.1737877907772671, 'entropy': 0.5949263704271484, 'density': 0.15555555555555556}",0.0,0.8,0.4848484848484844,1.4,1.1737877907772671,0.5949263704271484,0.15555555555555556
944,0.0,1.0,0.5,4.0,5.0,5.0,2.0,6.0,65.0,0.0,1,V161078_stats,"{'node_count': 13, 'edge_count': 12, 'clustering': 0.0, 'giant component': 0.15384615384615385, 'disssortativity': 0.10526315789473625, 'k avg': 1.8461538461538463, 'k std': 0.9870962335856491, 'entropy': 0.5009299492439266, 'density': 0.15384615384615385}",0.0,0.15384615384615385,0.10526315789473625,1.8461538461538463,0.9870962335856491,0.5009299492439266,0.15384615384615385
945,3.0,,0.0,,,,,,49.0,1.0,2,V161078_stats,"{'node_count': 3, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0, 'k avg': 0.6666666666666666, 'k std': 0.5773502691896258, 'entropy': 0.6293370420768268, 'density': 0.3333333333333333}",0.0,0.6666666666666666,0.0,0.6666666666666666,0.5773502691896258,0.6293370420768268,0.3333333333333333
948,0.0,3.0,0.0,2.5,5.0,6.0,1.5,4.5,58.0,0.0,3,V161078_stats,"{'node_count': 26, 'edge_count': 22, 'clustering': 0.1346153846153846, 'giant component': 0.07692307692307693, 'disssortativity': -0.19867549668874201, 'k avg': 1.6923076923076923, 'k std': 1.1582480138288438, 'entropy': 0.46252276020908134, 'density': 0.06769230769230769}",0.1346153846153846,0.07692307692307693,-0.19867549668874201,1.6923076923076923,1.1582480138288438,0.46252276020908134,0.06769230769230769
950,1.0,1.0,0.0,2.5,4.0,7.0,3.0,4.5,37.0,0.0,2,V161078_stats,"{'node_count': 10, 'edge_count': 9, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6779661016949163, 'k avg': 1.8, 'k std': 0.9189365834726815, 'entropy': 0.47862304791609994, 'density': 0.2}",0.0,1.0,0.6779661016949163,1.8,0.9189365834726815,0.47862304791609994,0.2
951,0.0,2.0,0.5,5.5,5.0,6.5,1.5,6.0,69.0,1.0,2,V161078_stats,"{'node_count': 12, 'edge_count': 9, 'clustering': 0.18055555555555558, 'giant component': 0.4166666666666667, 'disssortativity': 0.9109589041095896, 'k avg': 1.5, 'k std': 1.3142574813455419, 'entropy': 0.5338153262365359, 'density': 0.13636363636363635}",0.18055555555555558,0.4166666666666667,0.9109589041095896,1.5,1.3142574813455419,0.5338153262365359,0.13636363636363635
953,5.0,,0.0,,,,,,53.0,0.0,3,V161078_stats,"{'node_count': 12, 'edge_count': 11, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.07317073170731728, 'k avg': 1.8333333333333333, 'k std': 0.9374368665610923, 'entropy': 0.49138994180978507, 'density': 0.16666666666666666}",0.0,1.0,0.07317073170731728,1.8333333333333333,0.9374368665610923,0.49138994180978507,0.16666666666666666
955,5.0,2.0,0.0,4.5,4.0,4.5,4.0,4.0,53.0,0.0,2,V161078_stats,"{'node_count': 7, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.2857142857142857, 'disssortativity': 0, 'k avg': 0.5714285714285714, 'k std': 0.5345224838248488, 'entropy': 0.3774812676856106, 'density': 0.09523809523809523}",0.0,0.2857142857142857,0.0,0.5714285714285714,0.5345224838248488,0.3774812676856106,0.09523809523809523
957,1.0,2.0,0.0,2.0,5.0,6.0,4.5,5.5,37.0,1.0,3,V161078_stats,"{'node_count': 12, 'edge_count': 10, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': 0.5000000000000003, 'k avg': 1.6666666666666667, 'k std': 0.778498944161523, 'entropy': 0.4345459798804438, 'density': 0.15151515151515152}",0.0,0.5,0.5000000000000003,1.6666666666666667,0.778498944161523,0.4345459798804438,0.15151515151515152
958,2.0,3.0,0.0,5.5,4.5,6.5,6.0,5.0,18.0,0.0,1,V161078_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
959,0.0,1.0,0.0,4.0,7.0,7.0,1.0,6.0,67.0,1.0,2,V161078_stats,"{'node_count': 15, 'edge_count': 13, 'clustering': 0.0, 'giant component': 0.9333333333333333, 'disssortativity': 0.14965986394557895, 'k avg': 1.7333333333333334, 'k std': 0.9611501047232549, 'entropy': 0.49660429603738426, 'density': 0.12380952380952381}",0.0,0.9333333333333333,0.14965986394557895,1.7333333333333334,0.9611501047232549,0.49660429603738426,0.12380952380952381
963,6.0,1.0,0.0,5.5,2.5,4.5,4.5,4.0,18.0,0.0,1,V161078_stats,"{'node_count': 5, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0, 'k avg': 0.8, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.2}",0.0,0.4,0.0,0.8,0.4472135954999579,0.3358968393604847,0.2
964,5.0,2.0,0.0,2.0,4.5,7.0,1.5,1.5,33.0,0.0,3,V161078_stats,"{'node_count': 14, 'edge_count': 13, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.2801358234295421, 'k avg': 1.8571428571428572, 'k std': 1.3506205330054122, 'entropy': 0.4405556254816998, 'density': 0.14285714285714285}",0.0,1.0,0.2801358234295421,1.8571428571428572,1.3506205330054122,0.4405556254816998,0.14285714285714285
965,5.0,2.0,0.0,4.5,4.5,6.0,3.5,4.0,24.0,0.0,2,V161078_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.23333333333333334, 'giant component': 0.8888888888888888, 'disssortativity': 0.38461538461538464, 'k avg': 1.7777777777777777, 'k std': 1.3944333775567928, 'entropy': 0.5926751487873642, 'density': 0.2222222222222222}",0.23333333333333334,0.8888888888888888,0.38461538461538464,1.7777777777777777,1.3944333775567928,0.5926751487873642,0.2222222222222222
966,4.0,3.0,0.0,6.5,6.5,6.0,1.0,6.0,29.0,0.0,2,V161078_stats,"{'node_count': 17, 'edge_count': 11, 'clustering': 0.08823529411764706, 'giant component': 0.35294117647058826, 'disssortativity': 0.48076923076923145, 'k avg': 1.2941176470588236, 'k std': 1.1599949289950011, 'entropy': 0.5120892756907923, 'density': 0.08088235294117647}",0.08823529411764706,0.35294117647058826,0.48076923076923145,1.2941176470588236,1.1599949289950011,0.5120892756907923,0.08088235294117647
967,1.0,2.0,0.5,4.0,4.5,4.5,4.0,4.5,49.0,0.0,3,V161078_stats,"{'node_count': 46, 'edge_count': 39, 'clustering': 0.014492753623188404, 'giant component': 0.32608695652173914, 'disssortativity': 0.15243902439024432, 'k avg': 1.6956521739130435, 'k std': 1.0513391506368606, 'entropy': 0.3616937336347403, 'density': 0.03768115942028986}",0.014492753623188404,0.32608695652173914,0.15243902439024432,1.6956521739130435,1.0513391506368606,0.3616937336347403,0.03768115942028986
969,3.0,2.0,0.0,5.0,5.5,5.5,2.5,7.0,32.0,1.0,2,V161078_stats,"{'node_count': 15, 'edge_count': 13, 'clustering': 0.0, 'giant component': 0.2, 'disssortativity': 0.18181818181818224, 'k avg': 1.7333333333333334, 'k std': 0.8837151016885368, 'entropy': 0.4257679641453883, 'density': 0.12380952380952381}",0.0,0.2,0.18181818181818224,1.7333333333333334,0.8837151016885368,0.4257679641453883,0.12380952380952381
973,0.0,1.0,0.0,4.0,7.0,4.5,1.5,3.5,47.0,1.0,2,V161078_stats,"{'node_count': 7, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.42857142857142855, 'disssortativity': 0.4999999999999998, 'k avg': 0.8571428571428571, 'k std': 0.6900655593423541, 'entropy': 0.528268450675938, 'density': 0.14285714285714285}",0.0,0.42857142857142855,0.4999999999999998,0.8571428571428571,0.6900655593423541,0.528268450675938,0.14285714285714285
974,0.0,3.0,0.0,5.5,4.5,4.0,4.0,4.0,71.0,1.0,2,V161078_stats,"{'node_count': 16, 'edge_count': 12, 'clustering': 0.0, 'giant component': 0.3125, 'disssortativity': 0.006250000000000094, 'k avg': 1.5, 'k std': 0.7302967433402214, 'entropy': 0.345305871676388, 'density': 0.1}",0.0,0.3125,0.006250000000000094,1.5,0.7302967433402214,0.345305871676388,0.1
976,4.0,2.0,0.0,3.5,6.5,6.5,1.5,5.0,64.0,0.0,1,V161078_stats,"{'node_count': 9, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.4444444444444444, 'disssortativity': 0.6666666666666693, 'k avg': 1.1111111111111112, 'k std': 0.7817359599705717, 'entropy': 0.5175314045643532, 'density': 0.1388888888888889}",0.0,0.4444444444444444,0.6666666666666693,1.1111111111111112,0.7817359599705717,0.5175314045643532,0.1388888888888889
977,2.0,3.0,0.5,3.0,4.0,4.0,4.5,6.0,59.0,1.0,2,V161078_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
982,3.0,,0.0,,,,,,61.0,0.0,1,V161078_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
983,1.0,1.0,0.0,3.0,6.5,5.0,3.0,6.5,61.0,,1,V161078_stats,"{'node_count': 5, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.6, 'disssortativity': 1.0, 'k avg': 0.8, 'k std': 0.8366600265340756, 'entropy': 0.7081187730841113, 'density': 0.2}",0.0,0.6,1.0,0.8,0.8366600265340756,0.7081187730841113,0.2
984,2.0,2.0,0.5,4.5,7.0,3.5,3.5,6.0,58.0,1.0,2,V161078_stats,"{'node_count': 14, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': 0.41666666666666713, 'k avg': 1.2857142857142858, 'k std': 0.9944903161976938, 'entropy': 0.4506739144213388, 'density': 0.0989010989010989}",0.0,0.5,0.41666666666666713,1.2857142857142858,0.9944903161976938,0.4506739144213388,0.0989010989010989
986,4.0,0.0,0.0,4.5,4.0,4.0,4.0,4.0,19.0,0.0,1,V161078_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
992,,1.0,0.0,4.0,6.5,6.5,4.0,5.5,21.0,1.0,2,V161078_stats,"{'node_count': 5, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0, 'k avg': 0.4, 'k std': 0.5477225575051662, 'entropy': 0.45176138477252686, 'density': 0.1}",0.0,0.4,0.0,0.4,0.5477225575051662,0.45176138477252686,0.1
993,2.0,2.0,0.5,6.0,7.0,6.5,1.0,3.5,,1.0,2,V161078_stats,"{'node_count': 11, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.2727272727272727, 'disssortativity': 0.3548387096774201, 'k avg': 1.2727272727272727, 'k std': 0.7862453931068966, 'entropy': 0.4607336995337811, 'density': 0.12727272727272726}",0.0,0.2727272727272727,0.3548387096774201,1.2727272727272727,0.7862453931068966,0.4607336995337811,0.12727272727272726
994,5.0,2.0,0.0,6.5,5.0,7.0,4.0,4.5,24.0,1.0,1,V161078_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': -0.0, 'k avg': 1.3333333333333333, 'k std': 0.5163977794943223, 'entropy': 0.38289400293653997, 'density': 0.26666666666666666}",0.0,0.6666666666666666,-0.0,1.3333333333333333,0.5163977794943223,0.38289400293653997,0.26666666666666666
995,6.0,2.0,0.0,3.0,6.0,2.5,3.5,3.5,90.0,1.0,3,V161078_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 0.3333333333333333}",0.0,0.5,-1.0,1.0,0.0,0.0,0.3333333333333333
996,5.0,1.0,0.0,6.0,5.0,6.0,3.5,4.5,38.0,1.0,2,V161078_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
997,4.0,,0.0,,,,,,47.0,1.0,2,V161078_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
998,,,0.0,,,,,,43.0,1.0,2,V161078_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
1000,2.0,3.0,1.0,6.5,3.5,4.0,3.0,6.5,20.0,0.0,1,V161078_stats,"{'node_count': 17, 'edge_count': 17, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.07281553398058273, 'k avg': 2.0, 'k std': 1.0, 'entropy': 0.4182107331629868, 'density': 0.125}",0.0,1.0,0.07281553398058273,2.0,1.0,0.4182107331629868,0.125
1001,2.0,2.0,0.5,6.0,4.0,4.5,4.5,5.5,24.0,0.0,3,V161078_stats,"{'node_count': 9, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0.2962962962962968, 'k avg': 1.5555555555555556, 'k std': 0.7264831572567789, 'entropy': 0.4570541985133103, 'density': 0.19444444444444445}",0.0,0.6666666666666666,0.2962962962962968,1.5555555555555556,0.7264831572567789,0.4570541985133103,0.19444444444444445
1002,0.0,3.0,0.0,6.0,5.0,7.0,3.0,4.0,80.0,1.0,3,V161078_stats,"{'node_count': 29, 'edge_count': 23, 'clustering': 0.0, 'giant component': 0.06896551724137931, 'disssortativity': 0.257455268389662, 'k avg': 1.5862068965517242, 'k std': 1.2105854952787558, 'entropy': 0.43465294128958665, 'density': 0.05665024630541872}",0.0,0.06896551724137931,0.257455268389662,1.5862068965517242,1.2105854952787558,0.43465294128958665,0.05665024630541872
1005,3.0,2.0,0.0,5.0,6.0,6.0,1.0,6.0,35.0,0.0,1,V161078_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 1.0, 'k avg': 1.2, 'k std': 1.0954451150103324, 'entropy': 0.6378723516343402, 'density': 0.3}",0.0,0.8,1.0,1.2,1.0954451150103324,0.6378723516343402,0.3
1006,0.0,3.0,0.5,5.0,5.5,6.0,3.0,6.0,46.0,0.0,3,V161078_stats,"{'node_count': 12, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.25, 'disssortativity': 0.3333333333333333, 'k avg': 0.6666666666666666, 'k std': 0.6513389472789297, 'entropy': 0.3945989904390307, 'density': 0.06060606060606061}",0.0,0.25,0.3333333333333333,0.6666666666666666,0.6513389472789297,0.3945989904390307,0.06060606060606061
1009,4.0,3.0,0.0,4.0,5.0,6.0,4.0,6.0,70.0,0.0,2,V161078_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666677, 'k avg': 1.6666666666666667, 'k std': 1.0327955589886446, 'entropy': 0.38289400293653997, 'density': 0.3333333333333333}",0.0,1.0,0.6666666666666677,1.6666666666666667,1.0327955589886446,0.38289400293653997,0.3333333333333333
1010,0.0,2.0,0.5,4.0,5.5,6.5,2.0,6.0,53.0,1.0,3,V161078_stats,"{'node_count': 9, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.7777777777777778, 'disssortativity': 0.6666666666666661, 'k avg': 1.3333333333333333, 'k std': 1.0, 'entropy': 0.6394563563205155, 'density': 0.16666666666666666}",0.0,0.7777777777777778,0.6666666666666661,1.3333333333333333,1.0,0.6394563563205155,0.16666666666666666
1011,0.0,2.0,0.0,5.0,6.5,7.0,1.0,6.5,37.0,1.0,2,V161078_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
1014,4.0,1.0,0.0,5.0,3.0,6.5,3.0,5.5,60.0,0.0,1,V161078_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
1015,1.0,1.0,0.0,,,,,,76.0,0.0,2,V161078_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
